"facility_id","facility_name","facility_type","city","district","state","facility_identifier","verification_status","source_type"
"FAC-TG-0137","NeuroCare Reference Medical College & Hospital 0137","MEDICAL_COLLEGE_HOSPITAL","Nizamabad","Nizamabad","Telangana","SYN-FAC-TG-0137","PENDING","SYNTHETIC_REFERENCE"
"FAC-TG-0138","NeuroCare Reference Clinic 0138","CLINIC","Khammam","Khammam","Telangana","SYN-FAC-TG-0138","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-TG-0139","NeuroCare Reference Specialty Hospital 0139","SPECIALTY_HOSPITAL","Warangal","Warangal","Telangana","SYN-FAC-TG-0139","PENDING","SYNTHETIC_REFERENCE"
"FAC-TG-0140","NeuroCare Reference Healthcare Centre 0140","HEALTHCARE_CENTRE","Warangal","Warangal","Telangana","SYN-FAC-TG-0140","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-TG-0141","NeuroCare Reference Healthcare Centre 0141","HEALTHCARE_CENTRE","Khammam","Khammam","Telangana","SYN-FAC-TG-0141","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-TG-0142","NeuroCare Reference Specialty Hospital 0142","SPECIALTY_HOSPITAL","Karimnagar","Karimnagar","Telangana","SYN-FAC-TG-0142","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-TG-0143","NeuroCare Reference Clinic 0143","CLINIC","Hyderabad","Hyderabad","Telangana","SYN-FAC-TG-0143","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-TG-0144","NeuroCare Reference Medical Academy 0144","PRIVATE_HOSPITAL","Hyderabad","Hyderabad","Telangana","SYN-FAC-TG-0144","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-TG-0145","NeuroCare Reference Specialty Hospital 0145","PRIVATE_HOSPITAL","Karimnagar","Karimnagar","Telangana","SYN-FAC-TG-0145","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-TG-0146","NeuroCare Reference Healthcare Centre 0146","HEALTHCARE_CENTRE","Hyderabad","Hyderabad","Telangana","SYN-FAC-TG-0146","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-TG-0147","NeuroCare Reference Government Hospital 0147","GOVERNMENT_HOSPITAL","Karimnagar","Karimnagar","Telangana","SYN-FAC-TG-0147","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-TG-0148","NeuroCare Reference Clinic 0148","CLINIC","Warangal","Warangal","Telangana","SYN-FAC-TG-0148","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-TG-0149","NeuroCare Reference Government Hospital 0149","GOVERNMENT_HOSPITAL","Hyderabad","Hyderabad","Telangana","SYN-FAC-TG-0149","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-TG-0150","NeuroCare Reference Specialty Hospital 0150","SPECIALTY_HOSPITAL","Khammam","Khammam","Telangana","SYN-FAC-TG-0150","PENDING","SYNTHETIC_REFERENCE"
"FAC-AP-0151","NeuroCare Reference Medical College & Hospital 0151","MEDICAL_COLLEGE_HOSPITAL","Visakhapatnam","Visakhapatnam","Andhra Pradesh","SYN-FAC-AP-0151","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-AP-0152","NeuroCare Reference Hospital 0152","PRIVATE_HOSPITAL","Rajahmundry","Rajahmundry","Andhra Pradesh","SYN-FAC-AP-0152","PENDING","SYNTHETIC_REFERENCE"
"FAC-AP-0153","NeuroCare Reference Specialty Hospital 0153","SPECIALTY_HOSPITAL","Tirupati","Tirupati","Andhra Pradesh","SYN-FAC-AP-0153","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-AP-0154","NeuroCare Reference Government Hospital 0154","GOVERNMENT_HOSPITAL","Guntur","Guntur","Andhra Pradesh","SYN-FAC-AP-0154","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-AP-0155","NeuroCare Reference Healthcare Centre 0155","HEALTHCARE_CENTRE","Guntur","Guntur","Andhra Pradesh","SYN-FAC-AP-0155","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-AP-0156","NeuroCare Reference Medical College & Hospital 0156","MEDICAL_COLLEGE_HOSPITAL","Visakhapatnam","Visakhapatnam","Andhra Pradesh","SYN-FAC-AP-0156","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-AP-0157","NeuroCare Reference Healthcare Centre 0157","HEALTHCARE_CENTRE","Vijayawada","Vijayawada","Andhra Pradesh","SYN-FAC-AP-0157","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-AP-0158","NeuroCare Reference Healthcare Centre 0158","HEALTHCARE_CENTRE","Guntur","Guntur","Andhra Pradesh","SYN-FAC-AP-0158","PENDING","SYNTHETIC_REFERENCE"
"FAC-AP-0159","NeuroCare Reference Specialty Hospital 0159","SPECIALTY_HOSPITAL","Rajahmundry","Rajahmundry","Andhra Pradesh","SYN-FAC-AP-0159","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-AP-0160","NeuroCare Reference Healthcare Centre 0160","HEALTHCARE_CENTRE","Vijayawada","Vijayawada","Andhra Pradesh","SYN-FAC-AP-0160","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-AP-0161","NeuroCare Reference Clinic 0161","CLINIC","Guntur","Guntur","Andhra Pradesh","SYN-FAC-AP-0161","PENDING","SYNTHETIC_REFERENCE"
"FAC-AP-0162","NeuroCare Reference Specialty Hospital 0162","SPECIALTY_HOSPITAL","Tirupati","Tirupati","Andhra Pradesh","SYN-FAC-AP-0162","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-AP-0163","NeuroCare Reference Government Hospital 0163","GOVERNMENT_HOSPITAL","Vijayawada","Vijayawada","Andhra Pradesh","SYN-FAC-AP-0163","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-AP-0164","NeuroCare Reference Specialty Hospital 0164","SPECIALTY_HOSPITAL","Rajahmundry","Rajahmundry","Andhra Pradesh","SYN-FAC-AP-0164","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-AP-0165","NeuroCare Reference Healthcare Centre 0165","HEALTHCARE_CENTRE","Vijayawada","Vijayawada","Andhra Pradesh","SYN-FAC-AP-0165","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-AP-0166","NeuroCare Reference Hospital 0166","PRIVATE_HOSPITAL","Guntur","Guntur","Andhra Pradesh","SYN-FAC-AP-0166","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-AP-0167","NeuroCare Reference Medical College & Hospital 0167","MEDICAL_COLLEGE_HOSPITAL","Guntur","Guntur","Andhra Pradesh","SYN-FAC-AP-0167","PENDING","SYNTHETIC_REFERENCE"
"FAC-AP-0168","NeuroCare Reference Clinic 0168","CLINIC","Vijayawada","Vijayawada","Andhra Pradesh","SYN-FAC-AP-0168","PENDING","SYNTHETIC_REFERENCE"
"FAC-AP-0169","NeuroCare Reference Government Hospital 0169","GOVERNMENT_HOSPITAL","Tirupati","Tirupati","Andhra Pradesh","SYN-FAC-AP-0169","PENDING","SYNTHETIC_REFERENCE"
"FAC-AP-0170","NeuroCare Reference Healthcare Centre 0170","HEALTHCARE_CENTRE","Visakhapatnam","Visakhapatnam","Andhra Pradesh","SYN-FAC-AP-0170","PENDING","SYNTHETIC_REFERENCE"
"FAC-AP-0171","NeuroCare Reference Medical Institute 0171","PRIVATE_HOSPITAL","Vijayawada","Vijayawada","Andhra Pradesh","SYN-FAC-AP-0171","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-AP-0172","NeuroCare Reference Government Hospital 0172","GOVERNMENT_HOSPITAL","Guntur","Guntur","Andhra Pradesh","SYN-FAC-AP-0172","PENDING","SYNTHETIC_REFERENCE"
"FAC-AP-0173","NeuroCare Reference Clinic 0173","CLINIC","Rajahmundry","Rajahmundry","Andhra Pradesh","SYN-FAC-AP-0173","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-AP-0174","NeuroCare Reference Clinic 0174","CLINIC","Visakhapatnam","Visakhapatnam","Andhra Pradesh","SYN-FAC-AP-0174","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-AP-0175","NeuroCare Reference Medical Centre 0175","PRIVATE_HOSPITAL","Visakhapatnam","Visakhapatnam","Andhra Pradesh","SYN-FAC-AP-0175","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-WB-0176","NeuroCare Reference Medical Foundation 0176","PRIVATE_HOSPITAL","Durgapur","Durgapur","West Bengal","SYN-FAC-WB-0176","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-WB-0177","NeuroCare Reference Government Hospital 0177","GOVERNMENT_HOSPITAL","Durgapur","Durgapur","West Bengal","SYN-FAC-WB-0177","PENDING","SYNTHETIC_REFERENCE"
"FAC-WB-0178","NeuroCare Reference Specialty Hospital 0178","SPECIALTY_HOSPITAL","Siliguri","Siliguri","West Bengal","SYN-FAC-WB-0178","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-WB-0179","NeuroCare Reference Specialty Hospital 0179","SPECIALTY_HOSPITAL","Siliguri","Siliguri","West Bengal","SYN-FAC-WB-0179","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-WB-0180","NeuroCare Reference Healthcare Centre 0180","HEALTHCARE_CENTRE","Asansol","Asansol","West Bengal","SYN-FAC-WB-0180","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-WB-0181","NeuroCare Reference Medical College & Hospital 0181","MEDICAL_COLLEGE_HOSPITAL","Howrah","Howrah","West Bengal","SYN-FAC-WB-0181","PENDING","SYNTHETIC_REFERENCE"
"FAC-WB-0182","NeuroCare Reference Medical Institute 0182","PRIVATE_HOSPITAL","Kolkata","Kolkata","West Bengal","SYN-FAC-WB-0182","PENDING","SYNTHETIC_REFERENCE"
"FAC-WB-0183","NeuroCare Reference Medical College & Hospital 0183","MEDICAL_COLLEGE_HOSPITAL","Howrah","Howrah","West Bengal","SYN-FAC-WB-0183","PENDING","SYNTHETIC_REFERENCE"
"FAC-WB-0184","NeuroCare Reference Health Centre 0184","PRIVATE_HOSPITAL","Asansol","Asansol","West Bengal","SYN-FAC-WB-0184","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-WB-0185","NeuroCare Reference Government Hospital 0185","GOVERNMENT_HOSPITAL","Howrah","Howrah","West Bengal","SYN-FAC-WB-0185","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-WB-0186","NeuroCare Reference Clinic 0186","CLINIC","Asansol","Asansol","West Bengal","SYN-FAC-WB-0186","PENDING","SYNTHETIC_REFERENCE"
"FAC-WB-0187","NeuroCare Reference Medical College & Hospital 0187","MEDICAL_COLLEGE_HOSPITAL","Siliguri","Siliguri","West Bengal","SYN-FAC-WB-0187","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-WB-0188","NeuroCare Reference Clinic 0188","CLINIC","Durgapur","Durgapur","West Bengal","SYN-FAC-WB-0188","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-WB-0189","NeuroCare Reference Healthcare Centre 0189","HEALTHCARE_CENTRE","Siliguri","Siliguri","West Bengal","SYN-FAC-WB-0189","PENDING","SYNTHETIC_REFERENCE"
"FAC-WB-0190","NeuroCare Reference Medical College & Hospital 0190","MEDICAL_COLLEGE_HOSPITAL","Asansol","Asansol","West Bengal","SYN-FAC-WB-0190","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-WB-0191","NeuroCare Reference Government Hospital 0191","GOVERNMENT_HOSPITAL","Asansol","Asansol","West Bengal","SYN-FAC-WB-0191","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-WB-0192","NeuroCare Reference Clinic 0192","CLINIC","Siliguri","Siliguri","West Bengal","SYN-FAC-WB-0192","PENDING","SYNTHETIC_REFERENCE"
"FAC-WB-0193","NeuroCare Reference Government Hospital 0193","GOVERNMENT_HOSPITAL","Kolkata","Kolkata","West Bengal","SYN-FAC-WB-0193","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-WB-0194","NeuroCare Reference Specialty Hospital 0194","SPECIALTY_HOSPITAL","Asansol","Asansol","West Bengal","SYN-FAC-WB-0194","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-WB-0195","NeuroCare Reference Healthcare Centre 0195","HEALTHCARE_CENTRE","Siliguri","Siliguri","West Bengal","SYN-FAC-WB-0195","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-WB-0196","NeuroCare Reference Government Hospital 0196","GOVERNMENT_HOSPITAL","Asansol","Asansol","West Bengal","SYN-FAC-WB-0196","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-WB-0197","NeuroCare Reference Medical Institute 0197","PRIVATE_HOSPITAL","Asansol","Asansol","West Bengal","SYN-FAC-WB-0197","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-WB-0198","NeuroCare Reference Specialty Hospital 0198","PRIVATE_HOSPITAL","Kolkata","Kolkata","West Bengal","SYN-FAC-WB-0198","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-WB-0199","NeuroCare Reference Clinic 0199","CLINIC","Durgapur","Durgapur","West Bengal","SYN-FAC-WB-0199","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-WB-0200","NeuroCare Reference Clinic 0200","CLINIC","Kolkata","Kolkata","West Bengal","SYN-FAC-WB-0200","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0201","NeuroCare Reference Medical College & Hospital 0201","MEDICAL_COLLEGE_HOSPITAL","Surat","Surat","Gujarat","SYN-FAC-GJ-0201","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0202","NeuroCare Reference Government Hospital 0202","GOVERNMENT_HOSPITAL","Vadodara","Vadodara","Gujarat","SYN-FAC-GJ-0202","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0203","NeuroCare Reference Specialty Hospital 0203","SPECIALTY_HOSPITAL","Ahmedabad","Ahmedabad","Gujarat","SYN-FAC-GJ-0203","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0204","NeuroCare Reference Clinic 0204","CLINIC","Vadodara","Vadodara","Gujarat","SYN-FAC-GJ-0204","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0205","NeuroCare Reference Healthcare Centre 0205","HEALTHCARE_CENTRE","Rajkot","Rajkot","Gujarat","SYN-FAC-GJ-0205","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0206","NeuroCare Reference Specialty Hospital 0206","SPECIALTY_HOSPITAL","Rajkot","Rajkot","Gujarat","SYN-FAC-GJ-0206","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0207","NeuroCare Reference Clinic 0207","CLINIC","Rajkot","Rajkot","Gujarat","SYN-FAC-GJ-0207","PENDING","SYNTHETIC_REFERENCE"
"FAC-GJ-0208","NeuroCare Reference Medical College & Hospital 0208","MEDICAL_COLLEGE_HOSPITAL","Rajkot","Rajkot","Gujarat","SYN-FAC-GJ-0208","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0209","NeuroCare Reference Specialty Hospital 0209","SPECIALTY_HOSPITAL","Ahmedabad","Ahmedabad","Gujarat","SYN-FAC-GJ-0209","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0210","NeuroCare Reference Medical College & Hospital 0210","MEDICAL_COLLEGE_HOSPITAL","Ahmedabad","Ahmedabad","Gujarat","SYN-FAC-GJ-0210","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0211","NeuroCare Reference Hospital 0211","PRIVATE_HOSPITAL","Ahmedabad","Ahmedabad","Gujarat","SYN-FAC-GJ-0211","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0212","NeuroCare Reference Government Hospital 0212","GOVERNMENT_HOSPITAL","Rajkot","Rajkot","Gujarat","SYN-FAC-GJ-0212","PENDING","SYNTHETIC_REFERENCE"
"FAC-GJ-0213","NeuroCare Reference Government Hospital 0213","GOVERNMENT_HOSPITAL","Rajkot","Rajkot","Gujarat","SYN-FAC-GJ-0213","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0214","NeuroCare Reference Healthcare Centre 0214","HEALTHCARE_CENTRE","Vadodara","Vadodara","Gujarat","SYN-FAC-GJ-0214","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0215","NeuroCare Reference Clinic 0215","CLINIC","Ahmedabad","Ahmedabad","Gujarat","SYN-FAC-GJ-0215","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0216","NeuroCare Reference Government Hospital 0216","GOVERNMENT_HOSPITAL","Vadodara","Vadodara","Gujarat","SYN-FAC-GJ-0216","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0217","NeuroCare Reference Medical College & Hospital 0217","MEDICAL_COLLEGE_HOSPITAL","Ahmedabad","Ahmedabad","Gujarat","SYN-FAC-GJ-0217","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0218","NeuroCare Reference Clinic 0218","CLINIC","Surat","Surat","Gujarat","SYN-FAC-GJ-0218","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0219","NeuroCare Reference Medical College & Hospital 0219","MEDICAL_COLLEGE_HOSPITAL","Surat","Surat","Gujarat","SYN-FAC-GJ-0219","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0220","NeuroCare Reference Medical College & Hospital 0220","MEDICAL_COLLEGE_HOSPITAL","Surat","Surat","Gujarat","SYN-FAC-GJ-0220","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0221","NeuroCare Reference Specialty Hospital 0221","SPECIALTY_HOSPITAL","Bhavnagar","Bhavnagar","Gujarat","SYN-FAC-GJ-0221","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0222","NeuroCare Reference Specialty Hospital 0222","SPECIALTY_HOSPITAL","Rajkot","Rajkot","Gujarat","SYN-FAC-GJ-0222","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0223","NeuroCare Reference Medical College & Hospital 0223","MEDICAL_COLLEGE_HOSPITAL","Vadodara","Vadodara","Gujarat","SYN-FAC-GJ-0223","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0224","NeuroCare Reference Government Hospital 0224","GOVERNMENT_HOSPITAL","Rajkot","Rajkot","Gujarat","SYN-FAC-GJ-0224","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-GJ-0225","NeuroCare Reference Medical College & Hospital 0225","MEDICAL_COLLEGE_HOSPITAL","Bhavnagar","Bhavnagar","Gujarat","SYN-FAC-GJ-0225","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-RJ-0226","NeuroCare Reference Healthcare Centre 0226","HEALTHCARE_CENTRE","Udaipur","Udaipur","Rajasthan","SYN-FAC-RJ-0226","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-RJ-0227","NeuroCare Reference Healthcare Centre 0227","HEALTHCARE_CENTRE","Jodhpur","Jodhpur","Rajasthan","SYN-FAC-RJ-0227","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-RJ-0228","NeuroCare Reference Government Hospital 0228","GOVERNMENT_HOSPITAL","Jodhpur","Jodhpur","Rajasthan","SYN-FAC-RJ-0228","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-RJ-0229","NeuroCare Reference Healthcare Centre 0229","HEALTHCARE_CENTRE","Ajmer","Ajmer","Rajasthan","SYN-FAC-RJ-0229","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-RJ-0230","NeuroCare Reference Specialty Hospital 0230","SPECIALTY_HOSPITAL","Kota","Kota","Rajasthan","SYN-FAC-RJ-0230","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-RJ-0231","NeuroCare Reference Healthcare Centre 0231","HEALTHCARE_CENTRE","Jaipur","Jaipur","Rajasthan","SYN-FAC-RJ-0231","PENDING","SYNTHETIC_REFERENCE"
"FAC-RJ-0232","NeuroCare Reference Specialty Hospital 0232","SPECIALTY_HOSPITAL","Udaipur","Udaipur","Rajasthan","SYN-FAC-RJ-0232","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-RJ-0233","NeuroCare Reference Government Hospital 0233","GOVERNMENT_HOSPITAL","Kota","Kota","Rajasthan","SYN-FAC-RJ-0233","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-RJ-0234","NeuroCare Reference Healthcare Centre 0234","HEALTHCARE_CENTRE","Jodhpur","Jodhpur","Rajasthan","SYN-FAC-RJ-0234","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-RJ-0235","NeuroCare Reference Clinic 0235","CLINIC","Kota","Kota","Rajasthan","SYN-FAC-RJ-0235","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-RJ-0236","NeuroCare Reference Government Hospital 0236","GOVERNMENT_HOSPITAL","Jodhpur","Jodhpur","Rajasthan","SYN-FAC-RJ-0236","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-RJ-0237","NeuroCare Reference Specialty Hospital 0237","SPECIALTY_HOSPITAL","Kota","Kota","Rajasthan","SYN-FAC-RJ-0237","PENDING","SYNTHETIC_REFERENCE"
"FAC-RJ-0238","NeuroCare Reference Clinic 0238","CLINIC","Ajmer","Ajmer","Rajasthan","SYN-FAC-RJ-0238","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-RJ-0239","NeuroCare Reference Government Hospital 0239","GOVERNMENT_HOSPITAL","Jaipur","Jaipur","Rajasthan","SYN-FAC-RJ-0239","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-RJ-0240","NeuroCare Reference Healthcare Centre 0240","HEALTHCARE_CENTRE","Ajmer","Ajmer","Rajasthan","SYN-FAC-RJ-0240","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-RJ-0241","NeuroCare Reference Medical Centre 0241","PRIVATE_HOSPITAL","Kota","Kota","Rajasthan","SYN-FAC-RJ-0241","PENDING","SYNTHETIC_REFERENCE"
"FAC-RJ-0242","NeuroCare Reference Medical College & Hospital 0242","MEDICAL_COLLEGE_HOSPITAL","Jaipur","Jaipur","Rajasthan","SYN-FAC-RJ-0242","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-RJ-0243","NeuroCare Reference Healthcare Centre 0243","HEALTHCARE_CENTRE","Jaipur","Jaipur","Rajasthan","SYN-FAC-RJ-0243","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-RJ-0244","NeuroCare Reference Medical College & Hospital 0244","MEDICAL_COLLEGE_HOSPITAL","Jodhpur","Jodhpur","Rajasthan","SYN-FAC-RJ-0244","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-RJ-0245","NeuroCare Reference Healthcare Centre 0245","HEALTHCARE_CENTRE","Udaipur","Udaipur","Rajasthan","SYN-FAC-RJ-0245","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-RJ-0246","NeuroCare Reference Medical College & Hospital 0246","MEDICAL_COLLEGE_HOSPITAL","Jodhpur","Jodhpur","Rajasthan","SYN-FAC-RJ-0246","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-RJ-0247","NeuroCare Reference Clinic 0247","CLINIC","Udaipur","Udaipur","Rajasthan","SYN-FAC-RJ-0247","PENDING","SYNTHETIC_REFERENCE"
"FAC-RJ-0248","NeuroCare Reference Government Hospital 0248","GOVERNMENT_HOSPITAL","Ajmer","Ajmer","Rajasthan","SYN-FAC-RJ-0248","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-RJ-0249","NeuroCare Reference Specialty Hospital 0249","SPECIALTY_HOSPITAL","Jodhpur","Jodhpur","Rajasthan","SYN-FAC-RJ-0249","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-RJ-0250","NeuroCare Reference Clinic 0250","CLINIC","Udaipur","Udaipur","Rajasthan","SYN-FAC-RJ-0250","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-UP-0251","NeuroCare Reference Medical College & Hospital 0251","MEDICAL_COLLEGE_HOSPITAL","Kanpur","Kanpur","Uttar Pradesh","SYN-FAC-UP-0251","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-UP-0252","NeuroCare Reference Healthcare Centre 0252","HEALTHCARE_CENTRE","Kanpur","Kanpur","Uttar Pradesh","SYN-FAC-UP-0252","PENDING","SYNTHETIC_REFERENCE"
"FAC-UP-0253","NeuroCare Reference Specialty Hospital 0253","PRIVATE_HOSPITAL","Allahabad","Allahabad","Uttar Pradesh","SYN-FAC-UP-0253","PENDING","SYNTHETIC_REFERENCE"
"FAC-UP-0254","NeuroCare Reference Specialty Hospital 0254","SPECIALTY_HOSPITAL","Kanpur","Kanpur","Uttar Pradesh","SYN-FAC-UP-0254","PENDING","SYNTHETIC_REFERENCE"
"FAC-UP-0255","NeuroCare Reference Specialty Hospital 0255","SPECIALTY_HOSPITAL","Lucknow","Lucknow","Uttar Pradesh","SYN-FAC-UP-0255","PENDING","SYNTHETIC_REFERENCE"
"FAC-UP-0256","NeuroCare Reference Clinic 0256","CLINIC","Varanasi","Varanasi","Uttar Pradesh","SYN-FAC-UP-0256","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-UP-0257","NeuroCare Reference Government Hospital 0257","GOVERNMENT_HOSPITAL","Varanasi","Varanasi","Uttar Pradesh","SYN-FAC-UP-0257","PENDING","SYNTHETIC_REFERENCE"
"FAC-UP-0258","NeuroCare Reference Government Hospital 0258","GOVERNMENT_HOSPITAL","Varanasi","Varanasi","Uttar Pradesh","SYN-FAC-UP-0258","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-UP-0259","NeuroCare Reference Clinic 0259","CLINIC","Kanpur","Kanpur","Uttar Pradesh","SYN-FAC-UP-0259","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-UP-0260","NeuroCare Reference Healthcare Centre 0260","HEALTHCARE_CENTRE","Allahabad","Allahabad","Uttar Pradesh","SYN-FAC-UP-0260","PENDING","SYNTHETIC_REFERENCE"
"FAC-UP-0261","NeuroCare Reference Hospital 0261","PRIVATE_HOSPITAL","Allahabad","Allahabad","Uttar Pradesh","SYN-FAC-UP-0261","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-UP-0262","NeuroCare Reference Specialty Hospital 0262","SPECIALTY_HOSPITAL","Lucknow","Lucknow","Uttar Pradesh","SYN-FAC-UP-0262","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-UP-0263","NeuroCare Reference Government Hospital 0263","GOVERNMENT_HOSPITAL","Kanpur","Kanpur","Uttar Pradesh","SYN-FAC-UP-0263","PENDING","SYNTHETIC_REFERENCE"
"FAC-UP-0264","NeuroCare Reference Medical College & Hospital 0264","MEDICAL_COLLEGE_HOSPITAL","Agra","Agra","Uttar Pradesh","SYN-FAC-UP-0264","PENDING","SYNTHETIC_REFERENCE"
"FAC-UP-0265","NeuroCare Reference Clinic 0265","CLINIC","Agra","Agra","Uttar Pradesh","SYN-FAC-UP-0265","PENDING","SYNTHETIC_REFERENCE"
"FAC-UP-0266","NeuroCare Reference Healthcare Centre 0266","HEALTHCARE_CENTRE","Varanasi","Varanasi","Uttar Pradesh","SYN-FAC-UP-0266","PENDING","SYNTHETIC_REFERENCE"
"FAC-UP-0267","NeuroCare Reference Government Hospital 0267","GOVERNMENT_HOSPITAL","Lucknow","Lucknow","Uttar Pradesh","SYN-FAC-UP-0267","VERIFIED","SYNTHETIC_REFERENCE"
"FAC-UP-0268","NeuroCare Reference Government Hospital 0268","GOVERNMENT_HOSPITAL","Lucknow","Lucknow","Uttar Pradesh","SYN-FAC-UP-0268","PENDING","SYNTHETIC_REFERENCE"
"FAC-UP-0269","NeuroCare Reference Clinic 0269","CLINIC","Allahabad","Allahabad","Uttar Pradesh","SYN-FAC-UP-0269","PENDING","SYNTHETIC_REFERENCE"
"FAC-UP-0270","NeuroCare Reference Government Hospital 0270","GOVERNMENT_HOSPITAL","Lucknow","Lucknow","Uttar Pradesh","SYN-FAC-UP-0270","PENDING","SYNTHETIC_REFERENCE"
