"affiliation_id","reference_doctor_id","facility_id","department","designation","employment_type","status","start_date","end_date","verification_status","source_type"
"AFF-001557","REF-PB-000945","FAC-DL-0105","Department of Radiology","Senior Resident","PART_TIME","CURRENT","2010-01-23","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001558","REF-AP-000946","FAC-HR-0317","Department of Neurology","Consultant","VISITING_CONSULTANT","CURRENT","2010-10-25","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001559","REF-AP-000946","FAC-HR-0318","Department of Endocrinology","Head of Department","RESIDENT","ENDED","2010-12-05","2017-06-27","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001560","REF-WB-000947","FAC-RJ-0235","Department of Nephrology","Associate Consultant","RESIDENT","CURRENT","2020-12-25","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001561","REF-WB-000947","FAC-GJ-0225","Department of Obstetrics","Associate Consultant","RESIDENT","CURRENT","2013-02-22","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001562","REF-WB-000947","FAC-HR-0304","Department of ENT","Junior Resident","CONSULTANT","CURRENT","2011-06-21","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001563","REF-KER-000948","FAC-JH-0408","Department of ENT","Junior Resident","RESIDENT","CURRENT","2008-11-17","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001564","REF-KER-000948","FAC-GJ-0207","Department of Pulmonology","Senior Consultant","PART_TIME","CURRENT","2013-11-17","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001565","REF-GA-000949","FAC-CG-0499","Department of Anesthesiology","Resident Physician","RESIDENT","CURRENT","2005-07-14","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001566","REF-TG-000950","FAC-OD-0360","Department of Surgery","Associate Consultant","CONSULTANT","CURRENT","2003-07-20","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001567","REF-WB-000951","FAC-KER-0006","Department of Dermatology","Medical Officer","FULL_TIME","CURRENT","2009-10-19","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001568","REF-WB-000951","FAC-TG-0149","Department of Radiology","Registrar","FULL_TIME","CURRENT","2003-05-21","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001569","REF-KER-000952","FAC-HR-0325","Department of Gastroenterology","Registrar","CONSULTANT","CURRENT","2008-09-30","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001570","REF-TG-000953","FAC-AP-0173","Department of Dermatology","Head of Department","FULL_TIME","CURRENT","2015-03-29","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001571","REF-TG-000953","FAC-TG-0145","Department of Orthopedics","Junior Consultant","VISITING_CONSULTANT","CURRENT","2007-06-14","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001572","REF-MH-000954","FAC-HP-0455","Department of Oncology","Associate Consultant","FULL_TIME","CURRENT","2011-10-30","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001573","REF-MH-000954","FAC-KA-0058","Department of Pulmonology","Consultant","CONSULTANT","CURRENT","2018-04-28","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001574","REF-MH-000954","FAC-TG-0140","Department of Oncology","Medical Officer","FULL_TIME","ENDED","2005-02-21","2012-12-22","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001575","REF-WB-000955","FAC-DL-0120","Department of Oncology","Junior Consultant","PART_TIME","CURRENT","2021-12-24","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001576","REF-WB-000955","FAC-HP-0461","Department of Psychiatry","Head of Department","VISITING_CONSULTANT","CURRENT","2010-11-23","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001577","REF-AS-000956","FAC-HP-0475","Department of Gastroenterology","Associate Consultant","PART_TIME","ENDED","2015-01-04","2022-03-29","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001578","REF-TG-000957","FAC-OD-0368","Department of Ophthalmology","Associate Consultant","VISITING_CONSULTANT","ENDED","2009-06-08","2015-10-31","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001579","REF-UP-000958","FAC-JH-0411","Department of ENT","Junior Consultant","CONSULTANT","CURRENT","2003-04-15","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001580","REF-UP-000958","FAC-KA-0061","Department of Dermatology","Resident Physician","CONSULTANT","ENDED","2018-06-01","2028-02-18","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001581","REF-TR-000959","FAC-JH-0413","Department of Pediatrics","Consultant","CONSULTANT","CURRENT","2002-08-19","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001582","REF-TN-000960","FAC-KA-0052","Department of Emergency Medicine","Associate Consultant","FULL_TIME","CURRENT","2015-03-07","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001583","REF-BR-000961","FAC-AS-0440","Department of Neurology","Consultant","VISITING_CONSULTANT","CURRENT","2003-08-23","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001584","REF-MH-000962","FAC-JH-0424","Department of Psychiatry","Consultant","FULL_TIME","CURRENT","2005-11-26","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001585","REF-MH-000963","FAC-BR-0382","Department of ENT","Junior Consultant","VISITING_CONSULTANT","CURRENT","2017-10-25","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001586","REF-MH-000963","FAC-UP-0262","Department of Neurology","Senior Consultant","RESIDENT","ENDED","2002-02-27","2008-09-06","PENDING","SYNTHETIC_REFERENCE"
"AFF-001587","REF-MH-000963","FAC-KA-0072","Department of Gastroenterology","Senior Resident","PART_TIME","CURRENT","2003-08-29","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001588","REF-KA-000964","FAC-JH-0419","Department of Surgery","Junior Resident","CONSULTANT","CURRENT","2004-04-06","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001589","REF-WB-000965","FAC-PB-0299","Department of Oncology","Head of Department","PART_TIME","ENDED","2012-04-26","2018-01-24","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001590","REF-DL-000966","FAC-OD-0352","Department of Radiology","Consultant","CONSULTANT","CURRENT","2008-11-30","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001591","REF-DL-000966","FAC-UP-0273","Department of Endocrinology","Resident Physician","PART_TIME","CURRENT","2019-11-25","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001592","REF-GJ-000967","FAC-WB-0179","Department of Dermatology","Senior Consultant","FULL_TIME","CURRENT","2000-01-28","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001593","REF-KA-000968","FAC-PB-0285","Department of Oncology","Associate Consultant","FULL_TIME","CURRENT","2004-03-26","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001594","REF-KA-000968","FAC-OD-0361","Department of Oncology","Resident Physician","FULL_TIME","CURRENT","2004-02-22","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001595","REF-KA-000968","FAC-AP-0155","Department of Dermatology","Senior Consultant","PART_TIME","ENDED","2013-11-12","2018-08-21","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001596","REF-WB-000969","FAC-UP-0273","Department of Neurosurgery","Resident Physician","RESIDENT","ENDED","2018-07-06","2021-06-25","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001597","REF-WB-000969","FAC-CG-0478","Department of Cardiology","Senior Consultant","FULL_TIME","CURRENT","2018-10-30","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001598","REF-KA-000970","FAC-OD-0374","Department of Obstetrics","Junior Consultant","RESIDENT","CURRENT","2000-04-28","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001599","REF-MH-000971","FAC-KA-0054","Department of Cardiology","Senior Resident","RESIDENT","CURRENT","2008-11-19","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001600","REF-MH-000971","FAC-DL-0110","Department of Pulmonology","Head of Department","FULL_TIME","ENDED","2003-03-01","2008-12-31","PENDING","SYNTHETIC_REFERENCE"
"AFF-001601","REF-AP-000972","FAC-OD-0360","Department of Pulmonology","Junior Resident","FULL_TIME","CURRENT","2012-01-02","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001602","REF-AP-000972","FAC-AP-0160","Department of Medicine","Associate Consultant","RESIDENT","ENDED","2021-12-03","2023-11-01","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001603","REF-DL-000973","FAC-BR-0394","Department of Oncology","Consultant","RESIDENT","CURRENT","2017-06-17","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001604","REF-DL-000973","FAC-HR-0310","Department of Dermatology","Junior Consultant","PART_TIME","CURRENT","2011-06-27","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001605","REF-DL-000973","FAC-WB-0190","Department of Psychiatry","Associate Consultant","CONSULTANT","CURRENT","2020-09-08","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001606","REF-KA-000974","FAC-JH-0405","Department of Gastroenterology","Registrar","PART_TIME","ENDED","2018-02-09","2020-04-24","PENDING","SYNTHETIC_REFERENCE"
"AFF-001607","REF-PB-000975","FAC-CG-0498","Department of Gastroenterology","Consultant","RESIDENT","CURRENT","2012-03-22","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001608","REF-TN-000976","FAC-HP-0472","Department of Endocrinology","Consultant","VISITING_CONSULTANT","ENDED","2007-01-25","2009-09-24","PENDING","SYNTHETIC_REFERENCE"
"AFF-001609","REF-TN-000976","FAC-HR-0320","Department of Nephrology","Consultant","FULL_TIME","CURRENT","2017-07-05","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001610","REF-MH-000977","FAC-JH-0422","Department of Obstetrics","Junior Resident","RESIDENT","ENDED","2006-01-07","2007-08-19","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001611","REF-WB-000978","FAC-JH-0407","Department of Anesthesiology","Medical Officer","VISITING_CONSULTANT","CURRENT","2015-07-06","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001612","REF-WB-000978","FAC-TG-0129","Department of Endocrinology","Resident Physician","FULL_TIME","CURRENT","2016-06-04","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001613","REF-WB-000979","FAC-TN-0046","Department of ENT","Junior Resident","PART_TIME","CURRENT","2015-07-17","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001614","REF-WB-000979","FAC-HP-0465","Department of Gastroenterology","Consultant","VISITING_CONSULTANT","CURRENT","2017-06-25","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001615","REF-KA-000980","FAC-TN-0049","Department of Neurology","Head of Department","VISITING_CONSULTANT","ENDED","2005-05-01","2007-05-25","PENDING","SYNTHETIC_REFERENCE"
"AFF-001616","REF-KA-000980","FAC-UP-0254","Department of Oncology","Consultant","FULL_TIME","CURRENT","2000-10-16","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001617","REF-KA-000980","FAC-HR-0321","Department of Pediatrics","Registrar","RESIDENT","ENDED","2018-12-18","2024-12-15","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001618","REF-MP-000981","FAC-JH-0414","Department of Orthopedics","Junior Resident","PART_TIME","CURRENT","2015-03-18","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001619","REF-MP-000981","FAC-RJ-0236","Department of Ophthalmology","Consultant","CONSULTANT","CURRENT","2010-08-29","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001620","REF-MP-000982","FAC-AS-0447","Department of Dermatology","Medical Officer","RESIDENT","CURRENT","2018-09-28","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001621","REF-MP-000982","FAC-GJ-0221","Department of Medicine","Junior Consultant","RESIDENT","ENDED","2009-02-26","2012-10-15","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001622","REF-UP-000983","FAC-MH-0083","Department of Endocrinology","Registrar","RESIDENT","CURRENT","2009-09-23","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001623","REF-UP-000983","FAC-AS-0445","Department of Cardiology","Senior Consultant","FULL_TIME","ENDED","2009-10-28","2016-11-07","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001624","REF-KER-000984","FAC-JH-0424","Department of Anesthesiology","Senior Consultant","PART_TIME","CURRENT","2000-04-30","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001625","REF-KER-000984","FAC-UP-0251","Department of Radiology","Senior Resident","CONSULTANT","CURRENT","2000-09-17","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001626","REF-KER-000984","FAC-AP-0156","Department of Gastroenterology","Senior Resident","FULL_TIME","CURRENT","2000-01-07","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001627","REF-KER-000985","FAC-WB-0181","Department of Endocrinology","Medical Officer","CONSULTANT","CURRENT","2002-01-30","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001628","REF-TN-000986","FAC-HR-0313","Department of Nephrology","Associate Consultant","FULL_TIME","ENDED","2000-04-23","2003-11-04","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001629","REF-TG-000987","FAC-GJ-0203","Department of Emergency Medicine","Consultant","RESIDENT","ENDED","2004-12-30","2011-04-12","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001630","REF-AP-000988","FAC-BR-0394","Department of Dermatology","Junior Resident","RESIDENT","CURRENT","2008-06-02","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001631","REF-TN-000989","FAC-GJ-0210","Department of Cardiology","Junior Resident","RESIDENT","CURRENT","2008-09-11","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001632","REF-MH-000991","FAC-RJ-0228","Department of Nephrology","Consultant","CONSULTANT","ENDED","2020-07-12","2024-08-03","PENDING","SYNTHETIC_REFERENCE"
"AFF-001633","REF-DL-000992","FAC-GJ-0211","Department of Orthopedics","Resident Physician","RESIDENT","CURRENT","2004-06-14","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001634","REF-MH-000993","FAC-TG-0140","Department of Nephrology","Registrar","RESIDENT","ENDED","2003-12-11","2011-12-19","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001635","REF-MH-000993","FAC-TN-0050","Department of ENT","Resident Physician","PART_TIME","ENDED","2019-12-12","2028-11-15","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001636","REF-WB-000994","FAC-KER-0019","Department of Radiology","Senior Consultant","VISITING_CONSULTANT","ENDED","2021-03-12","2025-06-22","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001637","REF-HR-000995","FAC-KER-0021","Department of Orthopedics","Junior Resident","VISITING_CONSULTANT","CURRENT","2003-08-09","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001638","REF-TN-000996","FAC-CG-0488","Department of Pulmonology","Medical Officer","RESIDENT","CURRENT","2016-07-04","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001639","REF-TN-000996","FAC-KA-0052","Department of Neurology","Registrar","PART_TIME","ENDED","2009-01-04","2015-05-25","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001640","REF-OD-000997","FAC-GJ-0225","Department of Psychiatry","Consultant","VISITING_CONSULTANT","ENDED","2000-12-25","2002-08-11","PENDING","SYNTHETIC_REFERENCE"
"AFF-001641","REF-OD-000997","FAC-AS-0429","Department of Psychiatry","Medical Officer","RESIDENT","CURRENT","2007-10-29","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001642","REF-OD-000997","FAC-BR-0392","Department of Medicine","Resident Physician","FULL_TIME","CURRENT","2007-12-08","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001643","REF-DL-000998","FAC-UP-0273","Department of Ophthalmology","Junior Consultant","CONSULTANT","ENDED","2008-04-18","2011-03-17","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001644","REF-DL-000998","FAC-MH-0084","Department of Obstetrics","Junior Consultant","CONSULTANT","CURRENT","2000-07-07","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001645","REF-DL-000998","FAC-AP-0164","Department of Pulmonology","Resident Physician","VISITING_CONSULTANT","CURRENT","2012-09-15","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001646","REF-AP-000999","FAC-TG-0128","Department of Surgery","Consultant","PART_TIME","ENDED","2014-06-09","2018-04-01","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001647","REF-MH-001000","FAC-WB-0199","Department of Neurology","Junior Resident","RESIDENT","CURRENT","2008-06-10","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001648","REF-MH-001000","FAC-HP-0463","Department of Medicine","Registrar","CONSULTANT","CURRENT","2003-05-29","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001649","REF-MH-001000","FAC-OD-0370","Department of Oncology","Registrar","RESIDENT","ENDED","2012-07-05","2017-06-14","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001650","REF-UP-001001","FAC-TN-0035","Department of Emergency Medicine","Senior Consultant","CONSULTANT","CURRENT","2005-04-18","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001651","REF-MH-001002","FAC-KER-0021","Department of Pulmonology","Senior Resident","PART_TIME","ENDED","2007-04-24","2011-05-17","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001652","REF-MH-001002","FAC-GJ-0204","Department of Surgery","Consultant","PART_TIME","ENDED","2001-07-05","2003-08-07","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001653","REF-KA-001003","FAC-WB-0178","Department of ENT","Registrar","CONSULTANT","CURRENT","2001-01-27","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001654","REF-KA-001003","FAC-BR-0392","Department of Dermatology","Resident Physician","VISITING_CONSULTANT","CURRENT","2019-02-16","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001655","REF-KA-001004","FAC-AS-0427","Department of Surgery","Junior Consultant","CONSULTANT","ENDED","2016-10-16","2025-06-09","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001656","REF-KA-001004","FAC-MH-0081","Department of Gastroenterology","Senior Resident","CONSULTANT","CURRENT","2008-05-28","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001657","REF-KER-001005","FAC-KA-0059","Department of Radiology","Senior Resident","CONSULTANT","CURRENT","2009-07-07","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001658","REF-KER-001005","FAC-KER-0012","Department of Nephrology","Junior Consultant","VISITING_CONSULTANT","CURRENT","2010-03-05","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001659","REF-MH-001006","FAC-OD-0363","Department of Nephrology","Senior Consultant","CONSULTANT","CURRENT","2009-09-17","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001660","REF-KER-001007","FAC-OD-0375","Department of Emergency Medicine","Medical Officer","VISITING_CONSULTANT","CURRENT","2006-04-25","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001661","REF-KER-001007","FAC-RJ-0239","Department of Gastroenterology","Senior Resident","CONSULTANT","CURRENT","2012-02-26","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001662","REF-HR-001008","FAC-WB-0199","Department of Pediatrics","Senior Resident","RESIDENT","ENDED","2012-06-09","2014-03-29","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001663","REF-DL-001009","FAC-AP-0151","Department of Neurosurgery","Resident Physician","RESIDENT","CURRENT","2022-10-19","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001664","REF-DL-001009","FAC-OD-0373","Department of Nephrology","Head of Department","FULL_TIME","CURRENT","2012-10-26","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001665","REF-JK-001010","FAC-WB-0177","Department of Nephrology","Senior Resident","RESIDENT","CURRENT","2017-09-11","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001666","REF-UP-001011","FAC-WB-0188","Department of Orthopedics","Registrar","FULL_TIME","CURRENT","2020-02-12","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001667","REF-UP-001011","FAC-TG-0136","Department of Neurosurgery","Medical Officer","CONSULTANT","ENDED","2016-04-16","2017-10-21","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001668","REF-UP-001011","FAC-KA-0074","Department of Endocrinology","Medical Officer","PART_TIME","ENDED","2009-04-27","2013-06-21","PENDING","SYNTHETIC_REFERENCE"
"AFF-001669","REF-AP-001012","FAC-PB-0282","Department of Oncology","Head of Department","CONSULTANT","CURRENT","2011-08-24","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001670","REF-AP-001012","FAC-TN-0035","Department of Radiology","Resident Physician","VISITING_CONSULTANT","ENDED","2021-10-06","2027-03-16","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001671","REF-KA-001013","FAC-CG-0482","Department of Anesthesiology","Junior Consultant","CONSULTANT","CURRENT","2003-06-21","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001672","REF-RJ-001014","FAC-KER-0010","Department of Oncology","Consultant","PART_TIME","CURRENT","2008-01-12","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001673","REF-RJ-001014","FAC-AS-0448","Department of Surgery","Junior Resident","RESIDENT","ENDED","2022-09-04","2032-01-29","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001674","REF-MH-001015","FAC-WB-0196","Department of Orthopedics","Resident Physician","CONSULTANT","ENDED","2014-10-29","2023-01-05","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001675","REF-MH-001015","FAC-MP-0341","Department of Radiology","Head of Department","VISITING_CONSULTANT","ENDED","2018-02-04","2020-07-21","PENDING","SYNTHETIC_REFERENCE"
"AFF-001676","REF-WB-001016","FAC-TN-0036","Department of Dermatology","Junior Consultant","CONSULTANT","ENDED","2014-10-28","2016-05-09","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001677","REF-WB-001016","FAC-GJ-0208","Department of Ophthalmology","Consultant","VISITING_CONSULTANT","CURRENT","2005-12-13","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001678","REF-TN-001017","FAC-HP-0457","Department of Oncology","Junior Consultant","FULL_TIME","CURRENT","2022-07-05","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001679","REF-TN-001017","FAC-RJ-0248","Department of Radiology","Senior Consultant","RESIDENT","ENDED","2019-04-18","2027-03-14","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001680","REF-GJ-001018","FAC-AP-0162","Department of Gastroenterology","Resident Physician","FULL_TIME","ENDED","2002-05-19","2011-08-28","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001681","REF-GJ-001018","FAC-UP-0254","Department of Anesthesiology","Senior Resident","FULL_TIME","CURRENT","2018-08-09","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001682","REF-DL-001019","FAC-KA-0055","Department of Orthopedics","Senior Resident","VISITING_CONSULTANT","CURRENT","2013-10-29","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001683","REF-DL-001020","FAC-KA-0069","Department of Ophthalmology","Junior Resident","VISITING_CONSULTANT","CURRENT","2016-03-16","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001684","REF-DL-001020","FAC-PB-0288","Department of ENT","Junior Consultant","CONSULTANT","CURRENT","2010-09-12","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001685","REF-DL-001020","FAC-CG-0482","Department of Nephrology","Associate Consultant","PART_TIME","ENDED","2003-09-14","2006-08-06","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001686","REF-MH-001021","FAC-UP-0257","Department of Neurosurgery","Senior Consultant","FULL_TIME","CURRENT","2012-06-21","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001687","REF-KA-001022","FAC-TN-0027","Department of Dermatology","Medical Officer","FULL_TIME","CURRENT","2014-02-17","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001688","REF-KA-001023","FAC-AP-0171","Department of Endocrinology","Head of Department","VISITING_CONSULTANT","CURRENT","2009-09-18","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001689","REF-WB-001024","FAC-MH-0093","Department of Cardiology","Registrar","PART_TIME","CURRENT","2002-12-22","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001690","REF-TG-001025","FAC-JH-0422","Department of Pulmonology","Junior Resident","PART_TIME","CURRENT","2011-10-13","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001691","REF-KA-001026","FAC-TG-0128","Department of Oncology","Registrar","VISITING_CONSULTANT","CURRENT","2012-03-06","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001692","REF-KA-001026","FAC-UP-0265","Department of Neurosurgery","Junior Consultant","CONSULTANT","CURRENT","2020-04-29","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001693","REF-KA-001026","FAC-UP-0262","Department of Gastroenterology","Senior Resident","VISITING_CONSULTANT","CURRENT","2004-10-19","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001694","REF-KA-001027","FAC-MH-0098","Department of Neurosurgery","Senior Consultant","CONSULTANT","CURRENT","2013-05-28","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001695","REF-KA-001027","FAC-HR-0313","Department of Ophthalmology","Resident Physician","RESIDENT","CURRENT","2001-04-21","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001696","REF-OD-001028","FAC-WB-0195","Department of Anesthesiology","Senior Consultant","CONSULTANT","CURRENT","2008-11-25","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001697","REF-AP-001029","FAC-JH-0418","Department of Gastroenterology","Associate Consultant","CONSULTANT","CURRENT","2014-11-15","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001698","REF-PB-001030","FAC-UP-0273","Department of Radiology","Registrar","RESIDENT","CURRENT","2012-01-02","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001699","REF-AP-001031","FAC-AP-0154","Department of Cardiology","Junior Consultant","CONSULTANT","CURRENT","2012-07-25","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001700","REF-TN-001032","FAC-OD-0352","Department of Orthopedics","Registrar","FULL_TIME","CURRENT","2011-01-08","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001701","REF-TN-001032","FAC-JH-0424","Department of Oncology","Registrar","FULL_TIME","CURRENT","2003-08-03","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001702","REF-MH-001033","FAC-KER-0020","Department of ENT","Consultant","PART_TIME","CURRENT","2006-03-18","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001703","REF-MH-001033","FAC-UP-0260","Department of Pediatrics","Consultant","VISITING_CONSULTANT","CURRENT","2012-07-05","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001704","REF-MH-001034","FAC-TG-0149","Department of ENT","Junior Resident","FULL_TIME","CURRENT","2010-04-25","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001705","REF-MH-001034","FAC-KER-0001","Department of Endocrinology","Head of Department","RESIDENT","CURRENT","2003-06-20","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001706","REF-MH-001034","FAC-BR-0385","Department of Orthopedics","Junior Consultant","FULL_TIME","CURRENT","2019-05-01","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001707","REF-KA-001035","FAC-DL-0124","Department of Oncology","Head of Department","VISITING_CONSULTANT","ENDED","2010-10-04","2013-01-19","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001708","REF-KA-001035","FAC-CG-0490","Department of Psychiatry","Medical Officer","VISITING_CONSULTANT","CURRENT","2009-10-31","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001709","REF-KA-001037","FAC-TN-0032","Department of Pediatrics","Associate Consultant","PART_TIME","ENDED","2015-11-17","2025-06-18","VERIFIED","SYNTHETIC_REFERENCE"
